recency,history,mens,womens,newbie,channel_Phone,channel_Web,zip_code_Surburban,zip_code_Urban,actual_treatment,actual_conversion,uplift_score,plain_response_score
5,139.53,0,1,1,True,False,False,True,0,0,0.0,0.0
10,29.99,0,1,0,False,True,True,False,1,0,-0.5485298910789171,0.48495953747616805
2,38.04,0,1,1,True,False,True,False,1,0,0.0,0.0
1,522.4,1,0,1,True,False,False,True,0,0,0.0,0.0
1,127.44,0,1,0,False,True,False,False,1,0,0.0,0.0
7,544.06,1,0,1,True,False,True,False,1,0,0.04,0.02666666666666667
11,147.13,1,0,0,False,True,True,False,1,0,0.0,0.0
4,162.67,0,1,0,True,False,False,True,1,0,0.0,0.0
10,49.15,1,0,1,False,True,True,False,1,0,0.0033333333333333335,0.0
2,509.89,0,1,1,True,False,True,False,0,0,0.0,0.0
3,158.03,0,1,1,True,False,True,False,1,0,0.03,0.016666666666666666
3,52.39,0,1,1,True,False,False,False,0,0,0.0,0.0
10,52.21,1,0,1,False,True,True,False,0,0,0.0,0.0
5,162.74,1,0,0,True,False,False,False,1,0,0.03333333333333333,0.006666666666666667
5,212.28,1,0,1,False,False,False,True,1,0,0.0033333333333333335,0.0
8,87.82,1,0,0,False,True,True,False,1,0,0.0,0.0
3,565.36,1,0,1,False,True,True,False,1,0,0.02666666666666667,0.01
2,125.07,1,0,1,False,True,False,True,0,0,0.0,0.0
10,96.76,0,1,0,True,False,False,True,1,0,0.0,0.0
1,357.41,0,1,0,False,False,False,False,0,0,0.0,0.0
10,343.77,0,1,0,False,True,False,True,1,0,0.0,0.0
8,185.2,1,0,1,True,False,True,False,1,0,0.0,0.0
7,103.34,0,1,1,True,False,False,True,1,0,0.0,0.0
12,130.77,0,1,0,False,True,True,False,0,0,0.0,0.0
11,29.99,0,1,1,True,False,True,False,1,0,0.0,0.0
11,172.57,0,1,0,True,False,True,False,0,0,0.0033333333333333335,0.0
5,261.17,1,1,1,False,True,False,True,1,0,0.0,0.0
1,80.99,1,0,0,True,False,False,False,1,0,0.14666666666666667,0.04666666666666667
2,147.36,0,1,0,True,False,True,False,0,0,0.0,0.0
10,138.3,0,1,1,True,False,True,False,0,0,0.0,0.0
7,211.17,1,1,0,False,True,True,False,0,0,-0.02,0.0
3,153.85,0,1,1,True,False,False,False,1,0,0.02,0.013333333333333334
6,87.78,1,0,0,False,True,False,True,1,0,0.0,0.0
4,281.42,0,1,1,False,True,False,True,0,0,0.0,0.0
11,42.26,0,1,1,True,False,False,True,1,0,0.0,0.0
7,29.99,1,0,0,True,False,True,False,1,0,0.0,0.0
4,252.84,1,0,0,True,False,False,False,1,0,0.006666666666666666,0.0033333333333333335
3,709.57,1,0,1,False,True,True,False,1,0,0.0,0.0
2,33.76,0,1,1,True,False,True,False,1,0,0.0,0.0033333333333333335
1,468.64,1,1,0,False,False,False,True,0,0,0.0,0.0
1,29.99,0,1,1,True,False,True,False,0,0,0.0,0.0
2,259.67,1,0,0,False,True,False,False,0,0,-0.013333333333333334,0.01
4,470.5,0,1,0,False,True,False,True,1,0,-0.45,0.10666666666666667
1,445.02,1,0,0,True,False,True,False,0,0,-0.006666666666666667,0.0
4,46.16,1,0,0,False,True,False,True,1,0,0.0,0.0
12,158.24,0,1,0,True,False,True,False,0,0,0.0033333333333333335,0.006666666666666667
5,415.87,1,0,0,False,True,False,True,1,0,0.0,0.0
6,303.07,1,0,0,False,True,True,False,1,0,-0.03333333333333333,0.0
12,270.94,0,1,0,False,False,True,False,1,0,0.02,0.016666666666666666
3,162.36,0,1,0,True,False,False,True,0,0,0.0,0.0
6,79.87,1,0,1,True,False,False,True,0,0,0.0,0.0
1,1041.21,1,1,1,False,False,True,False,1,0,-0.006666666666666666,0.016666666666666666
5,121.8,1,0,0,False,True,False,True,0,0,0.0,0.0
2,107.99,0,1,0,False,True,True,False,1,0,0.0,0.0
8,34.25,1,0,1,True,False,False,True,0,0,0.4764275892345727,0.04274443270104392
5,434.85,1,0,0,False,False,True,False,1,0,0.0,0.0
3,231.23,1,0,1,False,True,False,True,1,0,0.0,0.0
5,90.82,1,0,1,False,True,False,True,0,0,0.0,0.0
3,29.99,1,0,0,False,True,False,True,0,0,0.0,0.0
1,97.84,1,0,1,True,False,False,True,1,0,0.0,0.0
9,84.04,1,0,1,True,False,False,True,1,0,0.0,0.0
6,71.88,1,0,1,False,True,False,True,0,0,0.0,0.0
10,29.99,0,1,1,False,True,False,False,1,0,0.0029405330151153555,0.0
8,157.07,1,0,0,True,False,False,True,0,0,0.0,0.0
3,139.89,1,0,0,False,True,True,False,1,0,0.0,0.0
10,323.7,1,0,1,False,False,False,True,1,0,0.0033333333333333335,0.0
3,457.27,1,0,0,False,True,True,False,1,0,0.0,0.0
3,29.99,0,1,0,True,False,False,True,1,0,0.0,0.0
7,523.44,1,0,1,True,False,False,True,1,0,0.03666666666666667,0.03
1,544.98,1,0,1,False,True,False,True,0,0,0.0,0.0
5,88.66,1,0,0,True,False,False,True,1,0,-0.0033333333333333335,0.0
6,222.43,1,0,0,False,True,True,False,0,0,0.0,0.0
12,150.06,0,1,0,True,False,True,False,0,0,0.0033333333333333335,0.0
1,710.72,1,1,1,True,False,False,True,0,0,-0.19666666666666666,0.19
2,1685.16,0,1,1,True,False,False,True,1,0,0.0,0.0
2,138.24,1,0,1,True,False,False,True,1,0,0.0,0.0
7,146.83,0,1,1,True,False,False,True,1,0,0.08,0.01
6,414.05,0,1,0,False,True,False,True,0,0,-0.01,0.0
7,29.99,0,1,0,False,True,False,True,1,0,0.0,0.0
11,184.76,1,0,0,False,True,False,True,0,0,0.0,0.0
10,155.47,0,1,1,True,False,True,False,0,0,0.0,0.0
7,414.81,0,1,0,False,False,True,False,0,0,0.0,0.0
6,245.24,1,0,1,True,False,False,True,0,0,0.0,0.0
1,54.24,0,1,0,False,True,False,True,1,0,0.0,0.0
9,82.03,0,1,0,True,False,False,True,0,0,0.0,0.0
2,91.29,1,0,1,True,False,False,False,1,0,0.0,0.0
1,59.53,0,1,0,False,True,False,True,1,0,0.006666666666666667,0.0
3,233.77,1,0,1,True,False,False,True,1,0,0.0,0.0
10,86.18,0,1,1,False,True,False,True,1,0,0.0,0.0
3,105.04,0,1,1,False,True,True,False,1,0,-0.0033333333333333335,0.0
8,552.43,1,0,1,False,True,True,False,1,0,0.0,0.0
4,514.93,1,0,1,True,False,False,True,1,0,0.0,0.0
1,248.36,0,1,0,False,False,False,True,0,0,0.16,0.12
10,102.91,1,0,0,True,False,False,True,1,0,0.0,0.0
12,69.85,1,0,1,True,False,True,False,0,0,0.0,0.0
1,29.99,1,0,0,True,False,False,False,0,0,0.0,0.0
5,132.37,0,1,0,True,False,True,False,1,0,0.0,0.0
1,559.84,0,1,1,False,False,False,True,1,0,0.0033333333333333335,0.0
3,36.17,0,1,1,True,False,False,True,1,0,0.0,0.0
9,108.97,0,1,1,False,True,True,False,0,0,0.023333333333333334,0.016666666666666666
6,49.18,0,1,1,False,True,True,False,1,0,0.0033333333333333335,0.0
3,78.61,1,0,1,False,True,True,False,1,0,0.0,0.0
12,169.33,0,1,1,False,True,True,False,1,0,0.02666666666666667,0.0033333333333333335
2,616.13,1,0,1,False,False,False,True,1,0,-0.006666666666666667,0.0
1,374.46,1,0,1,True,False,False,True,1,0,0.0,0.0
8,434.87,1,0,0,False,False,True,False,1,0,0.006666666666666667,0.0033333333333333335
12,185.69,1,0,0,False,True,False,True,0,0,0.0,0.0
11,48.94,1,0,0,False,True,True,False,0,0,0.0,0.0
2,162.23,0,1,0,True,False,True,False,0,0,0.0,0.0
1,53.65,1,0,0,True,False,False,True,1,0,-0.006666666666666667,0.0033333333333333335
11,52.33,1,0,1,False,True,True,False,0,0,0.0,0.0
4,29.99,1,0,1,False,True,True,False,1,0,0.0,0.0
10,29.99,0,1,1,True,False,True,False,1,0,0.0,0.0
10,67.74,0,1,0,True,False,False,True,1,0,0.0,0.0
6,114.25,1,0,1,True,False,False,True,0,0,0.0,0.0
2,459.49,0,1,1,False,False,False,False,1,0,0.016666666666666666,0.0033333333333333335
5,40.67,0,1,0,True,False,True,False,1,0,0.0,0.0
7,94.22,0,1,1,True,False,True,False,0,0,0.0,0.0
11,527.24,1,1,1,True,False,False,True,0,0,0.043333333333333335,0.02666666666666667
3,631.37,1,0,1,False,True,False,True,1,0,-0.0033333333333333335,0.0
4,89.11,0,1,0,False,True,True,False,0,0,-0.06666666666666667,0.01
12,284.54,1,1,0,False,True,True,False,1,0,0.0,0.0
7,51.87,1,0,1,True,False,False,True,0,0,0.0,0.0
7,349.73,1,0,0,False,True,False,False,1,0,-0.006666666666666667,0.0
11,281.36,0,1,1,False,True,True,False,0,0,0.0,0.0
2,446.14,0,1,0,False,True,True,False,1,0,0.0,0.0
3,267.01,1,1,0,False,True,True,False,1,0,-0.01,0.0
4,43.89,0,1,1,True,False,False,True,1,0,0.0,0.0
3,113.96,1,0,1,False,True,False,True,0,0,0.0,0.0
7,600.18,0,1,1,False,True,True,False,0,0,0.0,0.0
12,129.78,0,1,1,False,True,False,False,1,0,0.0,0.0
10,113.34,0,1,1,False,True,True,False,1,0,0.0,0.0
4,65.64,0,1,1,False,True,False,True,1,0,-0.006666666666666667,0.0033333333333333335
2,244.33,1,0,1,True,False,True,False,0,0,0.0,0.0
1,523.99,0,1,1,False,False,True,False,0,0,0.0033333333333333335,0.0
2,345.36,0,1,0,False,True,False,True,1,0,0.0,0.0
1,124.91,1,0,1,False,True,True,False,0,0,0.0,0.0
5,151.74,1,0,0,True,False,True,False,0,0,0.0,0.0
3,230.23,1,1,0,True,False,False,False,1,0,-0.0033333333333333335,0.0
8,364.03,0,1,0,True,False,False,True,1,0,0.0,0.0
12,35.36,0,1,1,False,True,True,False,1,0,0.0028466085215348774,0.01
10,540.35,0,1,1,False,True,False,False,1,0,0.0,0.0
9,71.03,1,0,1,True,False,True,False,0,0,0.0,0.0
8,75.58,0,1,0,False,True,False,True,1,0,-0.03,0.006666666666666667
8,157.73,1,0,1,True,False,False,True,0,0,0.0,0.0
10,29.99,0,1,0,False,True,False,True,0,0,0.0,0.0
10,153.95,1,0,0,True,False,True,False,1,0,0.0,0.0
2,823.44,1,0,1,False,True,True,False,1,0,0.0,0.0
12,29.99,1,0,0,False,True,True,False,1,0,0.0,0.0
1,144.68,1,0,0,False,True,False,False,1,0,0.0,0.0
5,163.4,0,1,1,False,True,True,False,1,0,0.0,0.0
10,183.5,1,0,1,False,True,False,False,1,0,0.016666666666666666,0.016666666666666666
3,62.43,1,0,1,False,True,True,False,1,0,0.0,0.0
11,114.35,1,0,1,True,False,False,True,1,0,0.0,0.0
3,489.64,1,1,0,False,True,False,False,0,0,-0.05333333333333334,0.0
1,460.02,1,0,0,False,False,False,True,1,0,-0.03666666666666667,0.006666666666666667
9,77.98,0,1,0,True,False,True,False,1,0,0.0,0.0
2,935.05,1,1,1,False,True,True,False,1,0,0.0,0.0
8,263.28,0,1,0,True,False,False,True,1,0,0.01,0.006666666666666667
8,307.04,0,1,1,True,False,True,False,1,0,0.0,0.0
3,282.88,1,0,1,False,True,True,False,1,0,0.02,0.0
7,390.54,1,0,0,True,False,False,True,1,0,0.0,0.0
10,497.29,1,0,0,False,True,False,False,0,0,0.01,0.0
1,446.52,1,0,0,True,False,True,False,1,0,-0.006666666666666667,0.0
2,378.03,1,0,1,False,True,False,False,0,0,-0.009999999999999998,0.006666666666666667
10,81.99,0,1,0,False,True,False,True,1,0,0.0,0.0
3,1668.0,1,0,1,False,True,True,False,0,0,-0.003333333333333334,0.006666666666666667
9,524.34,1,0,1,False,False,False,True,0,0,0.02,0.0033333333333333335
4,99.27,0,1,1,False,True,False,True,1,0,0.0,0.0
10,316.24,0,1,0,False,True,False,True,1,0,0.0,0.0
2,77.24,1,0,1,True,False,False,False,1,0,0.0,0.0033333333333333335
2,303.09,1,0,0,True,False,False,True,1,0,0.0,0.0
1,505.92,1,0,1,False,False,True,False,1,0,0.0033333333333333335,0.01
1,52.99,1,0,1,False,True,False,True,1,0,0.0033333333333333335,0.0
4,138.42,1,0,1,True,False,True,False,1,0,0.0,0.0
5,100.68,1,0,1,True,False,True,False,1,0,0.0,0.0
12,131.69,1,0,1,False,True,False,True,1,0,0.0,0.0
4,107.51,0,1,1,False,True,False,True,1,0,0.0,0.0
10,29.99,1,0,0,False,True,False,True,1,0,-0.5974706580182358,0.46334610640287216
11,37.62,0,1,1,True,False,False,True,1,0,0.0033333333333333335,0.0
7,200.11,0,1,0,False,True,False,True,1,0,0.0,0.0
9,29.99,0,1,1,False,True,False,True,0,0,0.7236512984278839,0.7285013863010251
10,55.98,0,1,0,True,False,False,True,1,0,-0.0033333333333333335,0.0
7,92.54,0,1,0,False,True,True,False,1,0,0.0,0.0033333333333333335
1,81.35,0,1,0,False,True,False,True,1,0,0.0,0.0
1,587.15,1,0,1,False,False,True,False,0,0,-0.01,0.0
9,95.13,0,1,0,False,True,True,False,0,0,0.0,0.0
1,73.02,1,0,0,False,True,False,True,1,0,0.0033333333333333335,0.0
1,62.02,0,1,0,False,True,False,True,0,0,0.0,0.0033333333333333335
2,61.43,1,0,1,False,True,False,True,0,0,0.0,0.0
5,132.93,1,0,1,False,True,False,False,1,0,0.0,0.0
12,169.94,0,1,0,True,False,False,True,1,0,0.13666666666666666,0.05
9,216.4,1,1,0,False,False,False,True,0,0,0.013333333333333334,0.006666666666666667
4,29.99,0,1,1,True,False,False,True,1,0,0.5605949824889329,0.5559268060050777
3,128.34,0,1,0,False,True,False,True,0,0,0.0,0.0
4,29.99,1,0,0,True,False,False,False,0,0,-0.022855394750636214,0.0
1,29.99,1,0,1,False,True,True,False,0,0,0.0,0.0
5,81.02,1,0,0,True,False,True,False,0,0,0.0,0.0
7,74.92,1,0,1,True,False,False,True,0,0,0.0033333333333333335,0.0
7,316.36,1,0,0,False,True,False,True,1,0,0.0,0.0
10,595.01,0,1,1,False,False,True,False,1,0,0.0033333333333333335,0.006666666666666667
4,29.99,0,1,0,False,True,True,False,0,0,0.0,0.0
10,291.64,0,1,0,True,False,False,True,0,0,0.0,0.0
10,29.99,0,1,1,True,False,True,False,1,0,0.0,0.0
5,55.58,0,1,1,False,True,True,False,1,0,-0.0033333333333333335,0.0
2,31.99,0,1,0,False,True,True,False,0,0,0.0,0.0
4,155.27,1,0,0,True,False,False,False,1,0,0.02,0.013333333333333334
2,55.53,1,0,0,True,False,True,False,0,0,-0.016666666666666666,0.01
6,29.99,0,1,0,False,True,True,False,1,0,0.0,0.0
5,241.01,1,1,0,False,True,False,True,1,0,0.0,0.0
6,871.77,1,1,1,False,False,True,False,1,0,0.0,0.0
2,74.03,1,0,0,True,False,False,True,1,0,0.07333333333333333,0.006666666666666667
9,175.3,0,1,0,False,True,False,False,1,0,0.07666666666666666,0.06333333333333334
8,348.69,0,1,0,False,True,False,False,0,0,0.0,0.0
12,86.8,0,1,0,False,True,False,True,0,0,0.03666666666666667,0.0
7,266.15,0,1,1,True,False,False,True,1,0,0.0,0.0
3,29.99,0,1,0,True,False,True,False,0,0,0.0,0.0
7,179.89,1,0,0,True,False,False,True,1,0,0.07666666666666666,0.06333333333333334
7,29.99,1,0,1,False,True,True,False,1,0,0.0,0.0
9,464.45,1,0,1,False,True,True,False,0,0,0.0033333333333333335,0.0
7,289.01,1,0,0,False,True,True,False,1,0,-0.016666666666666666,0.013333333333333334
10,142.28,1,0,1,True,False,True,False,1,0,0.0,0.0
10,147.11,1,0,1,False,True,False,True,1,0,0.0,0.0
5,153.22,0,1,0,True,False,False,True,0,0,0.0,0.0
5,198.88,0,1,0,False,True,False,False,1,0,0.08333333333333334,0.09
2,72.41,1,0,1,False,True,True,False,1,0,0.023333333333333334,0.023333333333333334
1,112.72,1,0,1,True,False,True,False,0,0,0.0,0.0
10,29.99,1,0,1,True,False,True,False,0,0,0.0,0.0
1,241.35,0,1,0,False,False,False,False,1,0,0.04,0.03333333333333333
1,305.28,0,1,1,True,False,True,False,1,0,0.0,0.0
3,108.58,0,1,0,False,True,False,True,0,0,0.0,0.0
1,350.85,1,0,1,True,False,True,False,0,0,0.0,0.0
3,29.99,1,0,1,True,False,False,True,1,0,0.0,0.0
11,158.71,0,1,0,False,True,False,True,1,0,0.0,0.0
10,311.07,0,1,0,True,False,False,True,1,0,0.0,0.0
10,42.89,1,0,1,False,True,True,False,1,0,0.0,0.0
3,127.99,0,1,0,False,True,True,False,1,0,0.0,0.0
7,203.14,1,0,1,False,False,True,False,1,0,0.0,0.0033333333333333335
1,382.15,0,1,0,True,False,False,True,1,0,0.0,0.0
5,112.55,0,1,0,False,True,True,False,0,0,0.0,0.0
3,366.6,0,1,0,True,False,False,True,0,0,-0.026666666666666665,0.02666666666666667
3,683.57,1,1,1,True,False,True,False,1,0,0.0,0.0
3,418.36,1,0,0,False,True,True,False,1,0,0.0,0.0
1,653.78,0,1,1,False,False,False,True,1,0,0.0033333333333333335,0.0
7,152.88,0,1,0,False,True,False,True,1,0,0.0,0.0
4,151.78,0,1,0,True,False,True,False,0,0,0.0,0.0
6,30.96,0,1,1,True,False,False,True,0,0,0.006666666666666667,0.0033333333333333335
1,101.44,0,1,0,True,False,False,True,0,0,-0.006666666666666667,0.0
4,43.18,1,0,1,False,True,False,True,1,0,0.0,0.0
3,110.38,1,0,1,False,True,False,True,0,0,0.0,0.0
8,93.23,1,0,1,True,False,False,True,0,0,0.0,0.0
9,90.2,0,1,1,False,True,True,False,1,0,0.0,0.0
6,84.62,0,1,1,True,False,False,True,1,0,0.0,0.0
7,46.52,0,1,0,False,True,False,True,1,0,-0.006666666666666666,0.0
11,132.34,1,0,1,True,False,True,False,1,0,0.0,0.0
8,29.99,1,0,1,False,True,False,False,1,0,0.0,0.0
9,29.99,0,1,0,False,True,True,False,1,0,0.565912932762682,0.5177166902531106
9,156.84,0,1,1,False,True,True,False,1,0,0.0,0.0
7,29.99,0,1,0,False,True,True,False,1,0,0.0,0.0
5,445.3,1,1,1,True,False,False,True,1,0,0.0,0.0
1,386.62,0,1,0,False,True,True,False,1,0,0.0,0.0
7,31.54,1,0,1,False,True,True,False,0,0,0.0,0.0
1,453.18,0,1,1,False,True,True,False,0,0,-0.006666666666666667,0.0
1,652.92,1,0,1,False,False,True,False,1,0,0.0,0.0
1,200.94,0,1,0,True,False,False,True,1,0,0.0,0.0
5,29.99,0,1,0,True,False,True,False,1,0,0.0,0.0
11,134.98,1,0,0,False,True,False,False,0,0,0.0,0.0
6,69.58,1,0,0,False,True,False,True,1,0,0.0,0.0
1,745.63,1,1,1,False,False,False,True,1,0,0.023333333333333334,0.02666666666666667
9,49.83,1,0,1,True,False,False,True,1,0,0.0,0.0
5,68.41,1,0,1,True,False,True,False,1,0,0.0,0.0
7,29.99,1,0,1,False,True,True,False,0,0,0.0,0.0
11,385.54,0,1,1,False,False,True,False,1,0,0.0,0.0
5,53.35,1,0,0,False,True,True,False,0,0,0.0,0.0
10,29.99,1,0,1,False,True,False,True,1,0,0.0,0.0
11,290.07,0,1,0,False,False,True,False,1,0,0.0,0.0033333333333333335
5,155.0,1,0,0,False,True,False,True,1,0,0.0,0.0
10,239.04,0,1,0,True,False,False,True,1,0,0.0,0.0
1,236.23,0,1,1,True,False,False,True,0,0,0.0,0.0
4,227.38,1,0,0,True,False,True,False,0,0,-0.006666666666666667,0.0
9,117.42,1,0,0,True,False,True,False,0,0,0.0,0.0
1,275.95,1,1,1,True,False,False,True,1,0,0.0,0.0
6,1319.23,1,1,1,False,True,False,True,1,0,0.2866666666666667,0.09333333333333334
4,53.0,0,1,0,True,False,False,True,1,0,0.0,0.0
5,75.58,1,0,1,False,True,True,False,1,0,0.0,0.0
4,62.48,0,1,1,False,True,False,False,1,0,0.0033333333333333335,0.0
5,116.34,1,0,1,False,True,True,False,1,0,0.0,0.0
10,29.99,1,0,1,True,False,True,False,1,0,0.0,0.0
9,175.37,1,0,1,True,False,True,False,1,0,0.0,0.0
6,819.58,1,1,1,False,False,True,False,0,0,0.0,0.0
4,75.29,0,1,1,False,True,True,False,1,0,0.0,0.0
1,51.43,1,0,0,False,True,True,False,1,0,0.0033333333333333335,0.0
7,223.31,1,1,1,True,False,True,False,0,0,-0.006666666666666667,0.0
10,35.59,0,1,0,False,True,True,False,1,0,0.0,0.0
12,79.38,1,0,0,False,True,True,False,0,0,-0.023333333333333334,0.01
1,29.99,1,0,1,False,True,True,False,0,0,0.0,0.0
7,70.97,1,0,0,False,True,True,False,0,0,0.0,0.0
5,42.69,0,1,1,True,False,True,False,1,0,0.0,0.0
2,196.2,0,1,1,True,False,True,False,1,0,0.0,0.0
9,58.16,1,0,1,True,False,False,False,1,0,0.0033333333333333335,0.0
