CustomerID,Recency,Frequency,Monetary,FirstPurchase,ProductDiversity,Country,TenureDays,AvgOrderValue,Churn,Segment,ChurnProb,CLV,CLVTier,RiskTier,RecommendedAction
12381,5,5,1845.31,2011-08-12 09:57:00,70,Other,120,369.062,0,0,0.10333333333333333,11071.86,High CLV,Low Risk,REWARD: early access / loyalty perks (already staying)
12383,185,5,1850.56,2010-12-22 14:28:00,84,Belgium,352,370.11199999999997,1,1,0.6066666666666667,3119.7002997002996,Mid CLV,High Risk,MONITOR: no action needed yet
12384,29,2,585.27,2011-08-10 11:23:00,26,Switzerland,122,292.635,0,0,0.20666666666666667,3454.052459016393,Mid CLV,Low Risk,MONITOR: no action needed yet
12386,338,2,401.9,2010-12-08 09:53:00,10,Other,367,200.95,1,1,0.9033333333333333,436.4217702122525,Low CLV,High Risk,"DO NOT INVEST: low value, unlikely to be saved profitably"
12388,16,6,2780.66,2011-01-17 11:12:00,57,Other,327,463.4433333333333,0,0,0.08333333333333333,6122.554128440366,High CLV,Low Risk,REWARD: early access / loyalty perks (already staying)
12390,80,1,549.84,2011-09-21 09:33:00,32,Belgium,80,549.84,0,0,0.023333333333333334,4948.56,High CLV,Low Risk,REWARD: early access / loyalty perks (already staying)
12391,22,1,460.89,2011-11-18 12:07:00,92,Other,22,460.89,0,0,0.02666666666666667,11061.36,High CLV,Low Risk,REWARD: early access / loyalty perks (already staying)
12393,72,4,1582.6000000000001,2011-01-11 09:47:00,47,Other,333,395.65000000000003,0,0,0.16,3421.8378378378384,Mid CLV,Low Risk,MONITOR: no action needed yet
12394,64,2,1272.48,2011-05-06 14:01:00,26,Belgium,217,636.24,0,0,0.23,4222.053456221198,Mid CLV,Low Risk,MONITOR: no action needed yet
12395,19,12,3018.63,2010-12-03 16:35:00,91,Belgium,371,251.5525,0,0,0.01,5858.2576819407,High CLV,Low Risk,REWARD: early access / loyalty perks (already staying)
12397,36,2,2409.9,2011-07-27 14:21:00,110,Belgium,135,1204.95,0,0,0.09,12852.8,High CLV,Low Risk,REWARD: early access / loyalty perks (already staying)
12398,46,1,1635.6599999999999,2011-10-25 10:27:00,85,Switzerland,46,1635.6599999999999,0,0,0.023333333333333334,25601.634782608693,High CLV,Low Risk,REWARD: early access / loyalty perks (already staying)
12399,119,4,1108.65,2011-03-23 09:42:00,47,Belgium,262,277.1625,1,0,0.7066666666666667,2155.663978107447,Mid CLV,High Risk,MONITOR: no action needed yet
12401,303,1,84.3,2011-02-09 13:50:00,5,Belgium,303,84.3,1,1,0.9933333333333333,100.83061997474915,Low CLV,High Risk,"DO NOT INVEST: low value, unlikely to be saved profitably"
12402,323,1,225.6,2011-01-20 13:49:00,11,Belgium,323,225.6,1,1,0.9933333333333333,253.1302595216822,Low CLV,High Risk,"DO NOT INVEST: low value, unlikely to be saved profitably"
12403,50,1,427.7,2011-10-21 10:51:00,5,Other,50,427.7,0,0,0.04,6158.88,High CLV,Low Risk,REWARD: early access / loyalty perks (already staying)
12405,149,1,1710.39,2011-07-14 08:52:00,54,Other,149,1710.39,1,1,0.9166666666666666,4508.16644295302,Mid CLV,High Risk,MONITOR: no action needed yet
12406,22,2,3415.3,2011-06-09 10:23:00,92,Other,184,1707.65,0,0,0.1,13364.217391304348,High CLV,Low Risk,REWARD: early access / loyalty perks (already staying)
12407,50,5,1708.1200000000001,2011-03-20 13:21:00,57,Belgium,264,341.624,0,0,0.05333333333333334,4658.50909090909,Mid CLV,Low Risk,MONITOR: no action needed yet
12408,33,5,2888.55,2011-03-24 14:46:00,81,Belgium,260,577.71,0,0,0.05,7999.061538461539,High CLV,Low Risk,REWARD: early access / loyalty perks (already staying)
12409,79,3,11072.67,2011-06-10 12:19:00,91,Switzerland,183,3690.89,0,0,0.07,43564.603278688526,High CLV,Low Risk,REWARD: early access / loyalty perks (already staying)
12410,309,2,693.3299999999999,2011-02-04 10:38:00,26,Switzerland,309,346.66499999999996,1,1,0.8466666666666667,954.0509135387202,Low CLV,High Risk,"DO NOT INVEST: low value, unlikely to be saved profitably"
12412,75,3,1226.88,2011-06-23 13:51:00,43,Other,169,408.96000000000004,0,0,0.20333333333333334,5226.944378698225,High CLV,Low Risk,REWARD: early access / loyalty perks (already staying)
12413,67,3,758.1,2011-01-06 16:12:00,29,France,337,252.70000000000002,0,0,0.5066666666666667,1598.367952522255,Mid CLV,Medium Risk,MONITOR: no action needed yet
12414,217,3,562.41,2011-02-02 14:51:00,16,Other,310,187.47,1,1,0.4666666666666667,1306.242580645161,Low CLV,Medium Risk,MONITOR: no action needed yet
12415,24,21,124914.53,2011-01-06 11:12:00,444,Other,338,5948.310952380953,0,2,0.03,266090.1230769231,High CLV,Low Risk,REWARD: early access / loyalty perks (already staying)
12417,3,9,3649.1,2010-12-17 11:51:00,158,Belgium,358,405.4555555555555,0,0,0.023333333333333334,7338.972067039105,High CLV,Low Risk,REWARD: early access / loyalty perks (already staying)
12418,113,1,668.58,2011-08-19 11:08:00,34,Switzerland,113,668.58,1,0,0.93,2290.311161861262,Mid CLV,High Risk,MONITOR: no action needed yet
12420,64,1,600.39,2011-10-07 08:55:00,29,Other,64,600.39,0,0,0.06666666666666667,6754.387500000001,High CLV,Low Risk,REWARD: early access / loyalty perks (already staying)
12421,16,4,807.04,2011-01-24 15:09:00,32,Spain,319,201.76,0,0,0.16333333333333333,1821.532288401254,Mid CLV,Low Risk,MONITOR: no action needed yet
12422,96,3,803.5600000000001,2011-01-19 09:13:00,39,Other,325,267.85333333333335,1,0,0.7733333333333333,1150.987798408488,Low CLV,High Risk,"DO NOT INVEST: low value, unlikely to be saved profitably"
12423,1,8,1859.31,2010-12-21 10:54:00,97,Belgium,354,232.41375,0,0,0.13666666666666666,3781.647457627118,Mid CLV,Low Risk,MONITOR: no action needed yet
12424,163,2,1760.96,2011-06-30 12:06:00,30,Other,163,880.48,1,1,0.8466666666666667,4593.586783247187,Mid CLV,High Risk,MONITOR: no action needed yet
12425,78,1,777.2,2011-09-22 17:31:00,36,Portugal,78,777.2,0,0,0.0033333333333333335,7174.153846153846,High CLV,Low Risk,REWARD: early access / loyalty perks (already staying)
12426,195,1,582.73,2011-05-29 12:26:00,30,Germany,195,582.73,1,1,0.94,1144.47790507365,Low CLV,High Risk,"DO NOT INVEST: low value, unlikely to be saved profitably"
12427,22,3,825.8,2010-12-03 10:44:00,26,Germany,372,275.26666666666665,0,0,0.3566666666666667,1598.3225806451612,Mid CLV,Medium Risk,MONITOR: no action needed yet
12428,26,9,7956.46,2011-03-01 09:33:00,258,Other,284,884.0511111111111,0,0,0.006666666666666667,20171.30704225352,High CLV,Low Risk,REWARD: early access / loyalty perks (already staying)
12429,9,4,3750.4,2010-12-09 12:05:00,82,Other,366,937.6,0,0,0.10333333333333333,7377.8360655737715,High CLV,Low Risk,REWARD: early access / loyalty perks (already staying)
12430,43,1,256.4,2011-10-27 15:09:00,11,Other,43,256.4,0,0,0.016666666666666666,4293.20930232558,Mid CLV,Low Risk,MONITOR: no action needed yet
12431,36,15,6487.45,2010-12-01 10:03:00,163,Other,374,432.49666666666667,0,3,0.013333333333333334,12489.208556149733,High CLV,Low Risk,REWARD: early access / loyalty perks (already staying)
12432,43,5,5059.32,2011-06-20 13:27:00,107,Other,172,1011.8639999999999,0,0,0.02,21178.548837209302,High CLV,Low Risk,REWARD: early access / loyalty perks (already staying)
12433,1,7,13375.87,2010-12-01 13:24:00,219,Other,373,1910.8385714285716,0,0,0.03333333333333333,25819.373726541555,High CLV,Low Risk,REWARD: early access / loyalty perks (already staying)
12434,85,2,806.14,2011-03-24 13:05:00,46,Other,260,403.07,0,0,0.21,2232.3876923076923,Mid CLV,Low Risk,MONITOR: no action needed yet
12435,80,2,7829.89,2011-03-17 07:40:00,31,Other,268,3914.945,0,0,0.56,18781.719083155647,High CLV,Medium Risk,PRIORITIZE: proactive retention offer
12436,100,1,509.01,2011-09-01 12:09:00,16,Other,100,509.01,1,0,0.93,1970.3612903225808,Mid CLV,High Risk,MONITOR: no action needed yet
12437,2,18,4951.41,2011-01-12 14:13:00,118,France,331,275.0783333333333,0,3,0.0033333333333333335,10770.438670694864,High CLV,Low Risk,REWARD: early access / loyalty perks (already staying)
12438,14,2,2906.85,2011-07-22 13:29:00,84,Other,140,1453.425,0,0,0.13666666666666666,14949.514285714284,High CLV,Low Risk,REWARD: early access / loyalty perks (already staying)
12441,367,1,173.55,2010-12-08 10:45:00,11,France,367,173.55,1,1,0.9966666666666667,170.80914583580147,Low CLV,High Risk,"DO NOT INVEST: low value, unlikely to be saved profitably"
12442,3,1,172.06,2011-12-06 14:22:00,12,Spain,3,172.06,0,0,0.02666666666666667,4129.4400000000005,Mid CLV,Low Risk,MONITOR: no action needed yet
12444,21,5,5005.46,2011-06-21 14:00:00,138,Other,171,1001.092,0,0,0.043333333333333335,21075.621052631577,High CLV,Low Risk,REWARD: early access / loyalty perks (already staying)
12445,22,1,133.4,2011-11-17 18:43:00,4,Spain,22,133.4,0,0,0.043333333333333335,3201.6000000000004,Mid CLV,Low Risk,MONITOR: no action needed yet
12446,58,1,1002.3100000000001,2011-10-13 12:50:00,57,Other,58,1002.3100000000001,0,0,0.03666666666666667,12442.468965517242,High CLV,Low Risk,REWARD: early access / loyalty perks (already staying)
12447,243,1,476.49,2011-04-10 13:25:00,26,Belgium,243,476.49,1,1,0.98,720.3174603174604,Low CLV,High Risk,"DO NOT INVEST: low value, unlikely to be saved profitably"
12448,44,1,449.45,2011-10-26 13:46:00,22,Spain,44,449.45,0,0,0.01,7354.636363636364,High CLV,Low Risk,REWARD: early access / loyalty perks (already staying)
12449,22,4,4067.29,2011-06-05 15:37:00,118,Belgium,187,1016.8225,0,0,0.03,15660.154010695187,High CLV,Low Risk,REWARD: early access / loyalty perks (already staying)
12450,156,2,197.88,2011-06-19 14:36:00,7,Spain,173,98.94,1,1,0.8633333333333333,476.9576182292946,Low CLV,High Risk,"DO NOT INVEST: low value, unlikely to be saved profitably"
12451,11,5,9035.52,2011-01-19 09:05:00,265,Switzerland,325,1807.104,0,0,0.023333333333333334,20017.152000000002,High CLV,Low Risk,REWARD: early access / loyalty perks (already staying)
12452,17,2,430.57,2011-11-23 08:05:00,21,Switzerland,17,215.285,0,0,0.016666666666666666,10333.68,High CLV,Low Risk,REWARD: early access / loyalty perks (already staying)
12453,134,1,707.09,2011-07-28 14:08:00,43,Other,134,707.09,1,0,0.8866666666666667,2142.4565144203793,Mid CLV,High Risk,MONITOR: no action needed yet
12454,56,1,3528.34,2011-10-14 17:13:00,15,Spain,56,3528.34,0,0,0.023333333333333334,45364.37142857143,High CLV,Low Risk,REWARD: early access / loyalty perks (already staying)
12455,73,6,2466.86,2011-02-16 09:56:00,85,Spain,297,411.1433333333334,0,0,0.29,5980.266666666666,High CLV,Low Risk,REWARD: early access / loyalty perks (already staying)
12456,44,3,3181.04,2011-03-30 09:12:00,105,Switzerland,255,1060.3466666666666,0,0,0.07666666666666666,8981.76,High CLV,Low Risk,REWARD: early access / loyalty perks (already staying)
12457,66,7,2363.23,2011-04-14 18:57:00,53,Switzerland,239,337.6042857142857,0,0,0.04666666666666667,7119.353974895397,High CLV,Low Risk,REWARD: early access / loyalty perks (already staying)
12458,71,2,947.4,2011-02-28 10:55:00,35,Switzerland,285,473.7,0,0,0.2866666666666667,2393.4315789473685,Mid CLV,Low Risk,MONITOR: no action needed yet
12461,94,2,826.88,2011-07-08 10:23:00,35,Switzerland,155,413.44,1,0,0.73,2630.815731330093,Mid CLV,High Risk,MONITOR: no action needed yet
12462,19,2,1189.59,2011-02-09 14:44:00,51,Spain,303,594.795,0,0,0.2866666666666667,2826.748514851485,Mid CLV,Low Risk,MONITOR: no action needed yet
12463,53,4,1344.78,2011-04-12 12:47:00,65,Belgium,242,336.195,0,0,0.10333333333333333,4000.9983471074383,Mid CLV,Low Risk,MONITOR: no action needed yet
12464,10,8,1212.05,2011-02-03 13:30:00,6,Belgium,309,151.50625,0,0,0.21333333333333335,2824.194174757281,Mid CLV,Low Risk,MONITOR: no action needed yet
12465,17,2,742.1899999999999,2011-06-23 13:37:00,46,Belgium,169,371.09499999999997,0,0,0.12666666666666668,3161.9928994082834,Mid CLV,Low Risk,MONITOR: no action needed yet
12468,188,2,729.5400000000001,2011-01-27 13:29:00,36,Germany,316,364.77000000000004,1,1,0.82,1013.5628280333437,Low CLV,High Risk,"DO NOT INVEST: low value, unlikely to be saved profitably"
12471,2,30,19824.05,2010-12-10 09:35:00,150,Germany,365,660.8016666666666,0,3,0.0,39104.975342465754,High CLV,,MONITOR: no action needed yet
12472,32,7,6572.11,2010-12-05 14:19:00,219,Germany,369,938.8728571428571,0,0,0.0,12823.629268292681,High CLV,,MONITOR: no action needed yet
12473,29,5,3938.5499999999997,2011-06-01 10:15:00,140,Germany,192,787.7099999999999,0,0,0.0033333333333333335,14769.562499999996,High CLV,Low Risk,REWARD: early access / loyalty perks (already staying)
12474,17,18,7375.79,2011-01-14 10:06:00,253,Germany,330,409.7661111111111,0,3,0.0,16092.632727272727,High CLV,,MONITOR: no action needed yet
12475,54,1,723.38,2011-10-17 10:10:00,36,Germany,54,723.38,0,0,0.006666666666666667,9645.066666666666,High CLV,Low Risk,REWARD: early access / loyalty perks (already staying)
12476,16,11,6816.42,2010-12-13 14:39:00,177,Germany,361,619.6745454545454,0,0,0.0,13595.075900277008,High CLV,,MONITOR: no action needed yet
12477,23,6,13219.74,2011-02-11 12:45:00,191,Germany,302,2203.29,0,0,0.01,31517.260927152318,High CLV,Low Risk,REWARD: early access / loyalty perks (already staying)
12478,4,1,680.99,2011-12-06 09:56:00,36,Other,4,680.99,0,0,0.006666666666666667,16343.76,High CLV,Low Risk,REWARD: early access / loyalty perks (already staying)
12479,11,1,527.2,2011-11-28 13:26:00,31,Germany,11,527.2,0,0,0.016666666666666666,12652.800000000001,High CLV,Low Risk,REWARD: early access / loyalty perks (already staying)
12480,28,4,3281.63,2011-01-07 15:27:00,129,Germany,336,820.4075,0,0,0.09,7032.064285714287,High CLV,Low Risk,REWARD: early access / loyalty perks (already staying)
12481,23,10,5596.32,2010-12-09 10:13:00,150,Germany,366,559.632,0,0,0.0033333333333333335,11009.154098360657,High CLV,Low Risk,REWARD: early access / loyalty perks (already staying)
12483,17,8,2484.98,2011-01-04 14:20:00,46,Other,339,310.6225,0,0,0.03,5277.833628318584,High CLV,Low Risk,REWARD: early access / loyalty perks (already staying)
12484,33,6,4541.72,2011-01-07 14:04:00,256,Spain,336,756.9533333333334,0,0,0.15333333333333332,9732.257142857145,High CLV,Low Risk,REWARD: early access / loyalty perks (already staying)
12488,10,3,1298.66,2011-09-25 10:34:00,46,France,76,432.8866666666667,0,0,0.01,12303.094736842108,High CLV,Low Risk,REWARD: early access / loyalty perks (already staying)
12489,336,1,334.93,2011-01-07 13:13:00,15,France,336,334.93,1,1,0.9633333333333334,372.5123578843302,Low CLV,High Risk,"DO NOT INVEST: low value, unlikely to be saved profitably"
12490,5,10,5417.93,2011-01-14 09:13:00,131,France,330,541.793,0,0,0.0033333333333333335,11820.938181818183,High CLV,Low Risk,REWARD: early access / loyalty perks (already staying)
12491,39,1,460.40000000000003,2011-11-01 12:18:00,25,France,39,460.40000000000003,0,0,0.03,8499.692307692309,High CLV,Low Risk,REWARD: early access / loyalty perks (already staying)
12492,63,2,263.21000000000004,2011-08-26 14:51:00,19,Germany,105,131.60500000000002,0,0,0.08,1804.8685714285716,Mid CLV,Low Risk,MONITOR: no action needed yet
12493,166,2,433.74,2011-05-26 14:53:00,20,France,197,216.87,1,1,0.8333333333333334,951.1455837563452,Low CLV,High Risk,"DO NOT INVEST: low value, unlikely to be saved profitably"
12494,16,7,1246.1000000000001,2010-12-09 11:31:00,63,France,366,178.01428571428573,0,0,0.006666666666666667,2451.3442622950824,Mid CLV,Low Risk,MONITOR: no action needed yet
12497,82,1,1043.1,2011-09-19 12:29:00,14,Germany,82,1043.1,0,0,0.013333333333333334,9158.926829268292,High CLV,Low Risk,REWARD: early access / loyalty perks (already staying)
12498,21,3,403.70000000000005,2011-10-13 09:30:00,21,Germany,58,134.5666666666667,0,0,0.03333333333333333,5011.448275862069,High CLV,Low Risk,REWARD: early access / loyalty perks (already staying)
12500,23,11,4257.82,2011-01-10 09:48:00,34,Germany,334,387.07454545454544,0,0,0.056666666666666664,9178.534131736527,High CLV,Low Risk,REWARD: early access / loyalty perks (already staying)
12501,337,1,2169.39,2011-01-07 12:28:00,149,Germany,337,2169.39,1,1,0.8766666666666667,2643.4782412474187,Mid CLV,High Risk,MONITOR: no action needed yet
12502,96,5,3723.87,2011-02-03 10:41:00,102,Spain,310,744.774,1,0,0.6733333333333333,6422.516129032258,High CLV,High Risk,PRIORITIZE: proactive retention offer
12504,18,2,482.04999999999995,2011-11-09 14:56:00,6,Germany,30,241.02499999999998,0,0,0.02,11569.199999999999,High CLV,Low Risk,REWARD: early access / loyalty perks (already staying)
12506,233,1,73.5,2011-04-21 08:54:00,23,France,233,73.5,1,1,0.9766666666666667,116.27532262080885,Low CLV,High Risk,"DO NOT INVEST: low value, unlikely to be saved profitably"
12507,134,3,1304.81,2011-02-14 09:24:00,19,Spain,299,434.93666666666667,1,0,0.8433333333333334,1862.8561608523798,Mid CLV,High Risk,MONITOR: no action needed yet
12508,26,2,398.27,2011-11-10 16:27:00,57,France,29,199.135,0,0,0.023333333333333334,9558.48,High CLV,Low Risk,REWARD: early access / loyalty perks (already staying)
12509,284,1,176.5,2011-02-28 14:45:00,7,France,284,176.5,1,1,1.0,223.73239436619718,Low CLV,High Risk,"DO NOT INVEST: low value, unlikely to be saved profitably"
12510,143,2,982.5699999999999,2011-01-18 14:04:00,29,Spain,325,491.28499999999997,1,0,0.7633333333333333,1425.8321800470271,Low CLV,High Risk,"DO NOT INVEST: low value, unlikely to be saved profitably"
12512,66,2,138.03,2011-10-04 14:53:00,31,Other,66,69.015,0,0,0.05333333333333334,1505.781818181818,Low CLV,Low Risk,MONITOR: no action needed yet
12513,113,1,612.29,2011-08-19 10:51:00,35,France,113,612.29,1,0,0.9166666666666666,2127.990989541432,Mid CLV,High Risk,MONITOR: no action needed yet
12514,267,1,1017.68,2011-03-17 16:38:00,51,Italy,267,1017.68,1,1,0.74,1854.260552687519,Mid CLV,High Risk,MONITOR: no action needed yet
12515,353,1,383.7,2010-12-21 15:43:00,16,Italy,353,383.7,1,1,0.9066666666666666,431.5905682386269,Low CLV,High Risk,"DO NOT INVEST: low value, unlikely to be saved profitably"
12516,78,2,1312.06,2011-06-12 11:37:00,20,Germany,181,656.03,0,0,0.20666666666666667,5219.244198895028,High CLV,Low Risk,REWARD: early access / loyalty perks (already staying)
12517,28,5,2502.84,2011-06-02 15:13:00,232,Germany,190,500.56800000000004,0,0,0.03333333333333333,9484.446315789475,High CLV,Low Risk,REWARD: early access / loyalty perks (already staying)
12518,1,5,2056.89,2011-08-21 13:18:00,84,Germany,110,411.378,0,0,0.023333333333333334,13463.28,High CLV,Low Risk,REWARD: early access / loyalty perks (already staying)
12519,64,1,340.84,2011-10-07 09:26:00,17,Germany,64,340.84,0,0,0.006666666666666667,3834.45,Mid CLV,Low Risk,MONITOR: no action needed yet
12520,79,5,2634.26,2011-03-11 11:35:00,121,Germany,274,526.8520000000001,0,0,0.07,6922.143065693432,High CLV,Low Risk,REWARD: early access / loyalty perks (already staying)
12521,143,1,599.68,2011-07-20 10:51:00,38,Germany,143,599.68,1,1,0.96,1572.5874125874125,Mid CLV,High Risk,MONITOR: no action needed yet
12522,39,2,192.72,2011-10-19 14:41:00,11,Germany,51,96.36,0,0,0.016666666666666666,2720.752941176471,Mid CLV,Low Risk,MONITOR: no action needed yet
12523,19,11,1789.77,2011-01-12 09:43:00,84,France,332,162.70636363636365,0,0,0.016666666666666666,3881.428915662651,Mid CLV,Low Risk,MONITOR: no action needed yet
12524,9,8,4485.72,2011-01-10 10:35:00,113,Germany,334,560.715,0,0,0.01,9669.815568862277,High CLV,Low Risk,REWARD: early access / loyalty perks (already staying)
12526,1,3,1316.66,2011-09-06 14:19:00,64,Germany,94,438.8866666666667,0,0,0.04666666666666667,10085.055319148938,High CLV,Low Risk,REWARD: early access / loyalty perks (already staying)
12527,82,3,348.71000000000004,2011-01-18 12:05:00,18,Germany,326,116.23666666666668,0,0,0.46,770.1570552147241,Low CLV,Medium Risk,MONITOR: no action needed yet
12528,9,6,1933.48,2011-01-31 09:05:00,50,Germany,313,322.24666666666667,0,0,0.07,4447.621725239616,Mid CLV,Low Risk,MONITOR: no action needed yet
12530,60,4,1662.28,2011-01-07 10:04:00,51,Germany,337,415.57,0,0,0.09333333333333334,3551.4587537091993,Mid CLV,Low Risk,MONITOR: no action needed yet
12531,15,1,125.22,2011-11-25 11:12:00,17,Germany,15,125.22,0,0,0.04,3005.2799999999997,Mid CLV,Low Risk,MONITOR: no action needed yet
12532,30,1,349.83000000000004,2011-11-09 13:47:00,16,France,30,349.83000000000004,0,0,0.023333333333333334,8395.920000000002,High CLV,Low Risk,REWARD: early access / loyalty perks (already staying)
12534,131,1,1089.18,2011-08-01 10:26:00,63,Germany,131,1089.18,1,0,0.8866666666666667,3375.751592722264,Mid CLV,High Risk,MONITOR: no action needed yet
12535,92,2,716.35,2011-06-06 12:47:00,28,France,187,358.175,1,0,0.83,1661.5295406223827,Mid CLV,High Risk,MONITOR: no action needed yet
12536,43,3,12601.830000000002,2011-10-11 14:52:00,260,France,59,4200.610000000001,0,0,0.016666666666666666,153785.04406779664,High CLV,Low Risk,REWARD: early access / loyalty perks (already staying)
12538,29,1,363.95,2011-11-10 17:16:00,21,Spain,29,363.95,0,0,0.0,8734.8,High CLV,,MONITOR: no action needed yet
12539,22,4,5568.35,2011-01-10 09:11:00,157,Spain,334,1392.0875,0,0,0.07333333333333333,12003.628742514971,High CLV,Low Risk,REWARD: early access / loyalty perks (already staying)
12540,20,17,13400.24,2010-12-13 09:39:00,277,Spain,362,788.2494117647059,0,3,0.013333333333333334,26652.411049723756,High CLV,Low Risk,REWARD: early access / loyalty perks (already staying)
12541,30,3,981.18,2011-03-04 09:32:00,46,Spain,281,327.06,0,0,0.17666666666666667,2514.0555160142344,Mid CLV,Low Risk,MONITOR: no action needed yet
